Idade,Saida,FrequenciaViagem,TaxaDiaria,Departamento,DistanciaCasa,Escolaridade,AreaFormacao,SatisfacaoAmbiente,Genero,TaxaHora,EnvolvimentoCargo,NivelCargo,Cargo,SatisfacaoCargo,EstadoCivil,RendimentoMensal,TaxaMensal,NumEmpresasAnteriores,HorasExtra,PercentAumentoSalarial,AvaliacaoDesempenho,SatisfacaoRelacionamento,NivelOpcaoAccoes,AnosExperienciaTotal,FormacaoUltimoAno,EquilibrioVidaTrabalho,AnosNaEmpresa,AnosNoCargoActual,AnosDesdeUltimaPromocao,AnosComGestorActual,SatisfacaoAmbiente_Texto,SatisfacaoCargo_Texto,EnvolvimentoCargo_Texto,SatisfacaoRelacionamento_Texto,EquilibrioVidaTrabalho_Texto,AvaliacaoDesempenho_Texto,Escolaridade_Texto,RendimentoMensal_Log,FaixaEtaria,FaixaSalarial,FaixaDistancia,FaixaAntiguidade,SalarioPorNivel,EstagnacaoRelativa,ProporcaoCarreiraEmpresa,SatisfacaoMedia,PressaoTrabalho,RiscoSaida_Prob,RiscoSaida_Classe
36,0,Viaja Raramente,938,Investigacao e Desenvolvimento,2,4,Medicina,3,Masculino,79,3,1,Tecnico de Laboratorio,3,Solteiro(a),2519,12287,4,Nao,21,4,3,0,16,6,3,11,8,3,9,Alto,Alto,Alto,Alto,Bom,Excecional,Doutoramento,7.832014,36-45,Ate 3k,Perto (0-5),11-20 anos,2519.0,0.083333336,0.6875,3.0,0,0.6,Baixo
19,1,Viaja Raramente,419,Vendas,21,3,Outro,4,Masculino,37,2,1,Representante de Vendas,2,Solteiro(a),2121,9947,1,Sim,13,3,2,0,1,3,4,1,0,0,0,Muito Alto,Medio,Medio,Medio,Excelente,Excelente,Mestrado,7.6601143,18-25,Ate 3k,Muito Longe (21+),0-2 anos,2121.0,0.0,1.0,2.6666667,1,99.4,Alto
20,1,Viaja Raramente,129,Investigacao e Desenvolvimento,4,3,Curso Tecnico,1,Masculino,84,3,1,Tecnico de Laboratorio,1,Solteiro(a),2973,13008,1,Nao,19,3,2,0,1,2,3,1,0,0,0,Baixo,Baixo,Alto,Medio,Bom,Excelente,Mestrado,7.997663,18-25,Ate 3k,Perto (0-5),0-2 anos,2973.0,0.0,1.0,1.3333334,0,98.8,Alto
31,0,Viaja Raramente,616,Investigacao e Desenvolvimento,12,3,Medicina,4,Feminino,41,3,2,Representante de Saude,4,Casado(a),5855,17369,0,Sim,11,3,3,2,10,2,1,9,7,8,5,Muito Alto,Muito Alto,Alto,Alto,Mau,Excelente,Mestrado,8.675222,26-35,3k-6k,Longe (11-20),6-10 anos,2927.5,0.2580645,0.9,3.6666667,4,18.0,Medio
40,0,Viaja Frequentemente,1469,Investigacao e Desenvolvimento,9,4,Medicina,4,Masculino,35,3,1,Investigador,2,Divorciado(a),3617,25063,8,Sim,14,3,4,1,3,2,3,1,1,0,0,Muito Alto,Medio,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.193677,36-45,3k-6k,Medio (6-10),0-2 anos,3617.0,0.0,0.33333334,3.3333333,2,33.1,Alto
32,0,Viaja Raramente,498,Investigacao e Desenvolvimento,3,4,Medicina,3,Feminino,93,3,2,Director de Producao,1,Casado(a),6725,13554,1,Nao,12,3,3,1,8,2,4,8,7,6,3,Alto,Baixo,Alto,Alto,Excelente,Excelente,Doutoramento,8.813736,26-35,6k-10k,Perto (0-5),6-10 anos,3362.5,0.1875,1.0,2.3333333,0,0.8,Baixo
36,1,Viaja Raramente,530,Vendas,3,1,Ciencias da Vida,3,Masculino,51,2,3,Executivo de Vendas,4,Casado(a),10325,5518,1,Sim,11,3,1,1,16,6,3,16,7,3,7,Alto,Muito Alto,Medio,Baixo,Bom,Excelente,Abaixo da Licenciatura,9.24242,36-45,10k-15k,Perto (0-5),11-20 anos,3441.6667,0.083333336,1.0,2.6666667,2,93.6,Alto
33,0,Viaja Raramente,1069,Investigacao e Desenvolvimento,1,3,Ciencias da Vida,2,Feminino,42,2,2,Representante de Saude,4,Solteiro(a),6949,12291,0,Nao,14,3,1,0,6,3,3,5,0,1,4,Medio,Muito Alto,Medio,Baixo,Bom,Excelente,Mestrado,8.846497,26-35,6k-10k,Perto (0-5),3-5 anos,3474.5,0.030303031,0.8333333,2.3333333,0,2.4,Baixo
37,1,Viaja Raramente,625,Vendas,1,4,Ciencias da Vida,1,Masculino,46,2,3,Executivo de Vendas,3,Casado(a),10609,14922,5,Nao,11,3,3,0,17,2,1,14,1,11,7,Baixo,Alto,Medio,Alto,Mau,Excelente,Doutoramento,9.269552,36-45,10k-15k,Perto (0-5),11-20 anos,3536.3333,0.2972973,0.8235294,2.3333333,0,97.2,Alto
45,0,Sem Viagem,805,Investigacao e Desenvolvimento,4,2,Ciencias da Vida,3,Masculino,57,3,2,Tecnico de Laboratorio,2,Casado(a),4447,23163,1,Nao,12,3,2,0,9,5,2,9,7,0,8,Alto,Medio,Alto,Medio,Regular,Excelente,Licenciatura,8.400209,36-45,3k-6k,Perto (0-5),6-10 anos,2223.5,0.0,1.0,2.3333333,0,2.2,Baixo
29,0,Viaja Frequentemente,1404,Vendas,20,3,Curso Tecnico,3,Feminino,84,3,1,Representante de Vendas,4,Casado(a),2157,18203,1,Nao,15,3,2,1,3,5,3,3,1,0,2,Alto,Muito Alto,Alto,Medio,Bom,Excelente,Mestrado,7.676937,26-35,Ate 3k,Longe (11-20),3-5 anos,2157.0,0.0,1.0,3.0,0,11.0,Medio
35,0,Viaja Raramente,1219,Vendas,18,3,Medicina,3,Feminino,86,3,2,Executivo de Vendas,3,Casado(a),4601,6179,1,Nao,16,3,2,0,5,3,3,5,2,1,0,Alto,Alto,Alto,Medio,Bom,Excelente,Mestrado,8.434246,26-35,3k-6k,Longe (11-20),3-5 anos,2300.5,0.028571429,1.0,2.6666667,0,13.9,Medio
52,0,Viaja Raramente,1053,Investigacao e Desenvolvimento,1,2,Ciencias da Vida,4,Masculino,70,3,4,Gestor,4,Casado(a),17099,13829,2,Nao,15,3,2,1,26,2,2,9,8,7,8,Muito Alto,Muito Alto,Alto,Medio,Regular,Excelente,Licenciatura,9.746834,46-55,Acima 15k,Perto (0-5),6-10 anos,4274.75,0.13461539,0.34615386,3.3333333,0,2.2,Baixo
58,1,Viaja Raramente,289,Investigacao e Desenvolvimento,2,3,Curso Tecnico,4,Masculino,51,3,1,Investigador,3,Solteiro(a),2479,26227,4,Nao,24,4,1,0,7,4,3,1,0,0,0,Muito Alto,Alto,Alto,Baixo,Bom,Excecional,Mestrado,7.816014,56-65,Ate 3k,Perto (0-5),0-2 anos,2479.0,0.0,0.14285715,2.6666667,0,82.2,Alto
53,0,Viaja Raramente,1376,Vendas,2,2,Medicina,3,Masculino,45,3,4,Gestor,3,Divorciado(a),14852,13938,6,Nao,13,3,3,1,22,3,4,17,13,15,2,Alto,Alto,Alto,Alto,Excelente,Excelente,Licenciatura,9.605957,46-55,10k-15k,Perto (0-5),11-20 anos,3713.0,0.28301886,0.77272725,3.0,0,7.8,Medio
30,0,Viaja Raramente,231,Vendas,8,2,Outro,3,Masculino,62,3,3,Executivo de Vendas,3,Divorciado(a),7264,9977,5,Nao,11,3,1,1,10,2,4,8,4,7,7,Alto,Alto,Alto,Baixo,Excelente,Excelente,Licenciatura,8.890823,26-35,6k-10k,Medio (6-10),6-10 anos,2421.3333,0.23333333,0.8,2.3333333,0,45.1,Alto
38,0,Sem Viagem,152,Vendas,10,3,Curso Tecnico,3,Feminino,85,3,2,Executivo de Vendas,4,Solteiro(a),5666,19899,1,Sim,13,3,2,0,6,1,3,5,3,1,3,Alto,Muito Alto,Alto,Medio,Bom,Excelente,Mestrado,8.642415,36-45,3k-6k,Medio (6-10),3-5 anos,2833.0,0.02631579,0.8333333,3.0,2,8.1,Medio
35,0,Viaja Raramente,882,Vendas,3,4,Ciencias da Vida,4,Masculino,92,3,3,Executivo de Vendas,4,Divorciado(a),7823,6812,6,Nao,13,3,2,1,12,2,3,10,9,0,8,Muito Alto,Muito Alto,Alto,Medio,Bom,Excelente,Doutoramento,8.9649515,26-35,6k-10k,Perto (0-5),6-10 anos,2607.6667,0.0,0.8333333,3.3333333,0,1.0,Baixo
39,0,Viaja Raramente,903,Vendas,2,5,Ciencias da Vida,1,Masculino,41,4,3,Executivo de Vendas,3,Solteiro(a),7880,2560,0,Nao,18,3,4,0,9,3,3,8,7,0,7,Baixo,Alto,Muito Alto,Muito Alto,Bom,Excelente,Pos-Doc,8.97221,36-45,6k-10k,Perto (0-5),6-10 anos,2626.6667,0.0,0.8888889,2.6666667,0,0.9,Baixo
40,1,Sem Viagem,1479,Vendas,24,3,Ciencias da Vida,2,Feminino,100,4,4,Executivo de Vendas,2,Solteiro(a),13194,17071,4,Sim,16,3,4,0,22,2,2,1,0,0,0,Medio,Medio,Muito Alto,Muito Alto,Regular,Excelente,Mestrado,9.487594,36-45,10k-15k,Muito Longe (21+),0-2 anos,3298.5,0.0,0.045454547,2.6666667,3,93.8,Alto
47,0,Viaja Frequentemente,1379,Investigacao e Desenvolvimento,16,4,Medicina,3,Masculino,64,4,2,Director de Producao,3,Divorciado(a),5067,6759,1,Sim,19,3,3,0,20,3,4,19,10,2,7,Alto,Alto,Muito Alto,Alto,Excelente,Excelente,Doutoramento,8.530702,46-55,3k-6k,Longe (11-20),11-20 anos,2533.5,0.04255319,0.95,3.0,1,29.3,Alto
36,0,Sem Viagem,1229,Vendas,8,4,Curso Tecnico,1,Masculino,84,3,2,Executivo de Vendas,4,Divorciado(a),5079,25952,4,Nao,13,3,4,2,12,3,3,7,7,0,7,Baixo,Muito Alto,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.533067,36-45,3k-6k,Medio (6-10),6-10 anos,2539.5,0.0,0.5833333,3.0,0,1.0,Baixo
31,1,Sem Viagem,335,Investigacao e Desenvolvimento,9,2,Medicina,3,Masculino,46,2,1,Investigador,1,Solteiro(a),2321,10322,0,Sim,22,4,1,0,4,0,3,3,2,1,2,Alto,Baixo,Medio,Baixo,Bom,Excecional,Licenciatura,7.750184,26-35,Ate 3k,Medio (6-10),3-5 anos,2321.0,0.032258064,0.75,1.6666666,2,99.5,Alto
33,0,Sem Viagem,722,Vendas,17,3,Ciencias da Vida,4,Masculino,38,3,4,Gestor,3,Solteiro(a),17444,20489,1,Nao,11,3,4,0,10,2,3,10,8,6,0,Muito Alto,Alto,Alto,Muito Alto,Bom,Excelente,Mestrado,9.7668085,26-35,Acima 15k,Longe (11-20),6-10 anos,4361.0,0.18181819,1.0,3.6666667,0,15.3,Medio
29,1,Viaja Raramente,906,Investigacao e Desenvolvimento,10,3,Ciencias da Vida,4,Feminino,92,2,1,Investigador,1,Solteiro(a),2404,11479,6,Sim,20,4,3,0,3,5,3,0,0,0,0,Muito Alto,Baixo,Medio,Alto,Bom,Excecional,Mestrado,7.785305,26-35,Ate 3k,Medio (6-10),0-2 anos,2404.0,0.0,0.0,2.6666667,2,98.8,Alto
33,0,Viaja Raramente,461,Investigacao e Desenvolvimento,13,1,Ciencias da Vida,2,Feminino,53,3,1,Investigador,4,Solteiro(a),3452,17241,3,Nao,18,3,1,0,5,4,3,3,2,0,2,Medio,Muito Alto,Alto,Baixo,Bom,Excelente,Abaixo da Licenciatura,8.146998,26-35,3k-6k,Longe (11-20),3-5 anos,3452.0,0.0,0.6,2.3333333,0,4.7,Medio
45,0,Viaja Raramente,974,Investigacao e Desenvolvimento,1,4,Medicina,4,Feminino,91,3,1,Tecnico de Laboratorio,4,Divorciado(a),2270,11005,3,Nao,14,3,4,2,8,2,3,5,3,0,2,Muito Alto,Muito Alto,Alto,Muito Alto,Bom,Excelente,Doutoramento,7.7279754,36-45,Ate 3k,Perto (0-5),3-5 anos,2270.0,0.0,0.625,4.0,0,0.4,Baixo
50,0,Viaja Raramente,1126,Investigacao e Desenvolvimento,1,2,Medicina,4,Masculino,66,3,4,Director de Investigacao,4,Divorciado(a),17399,6615,9,Nao,22,4,3,1,32,1,2,5,4,1,3,Muito Alto,Muito Alto,Alto,Alto,Regular,Excecional,Licenciatura,9.764226,46-55,Acima 15k,Perto (0-5),3-5 anos,4349.75,0.02,0.15625,3.6666667,0,0.5,Baixo
33,0,Viaja Frequentemente,827,Investigacao e Desenvolvimento,1,4,Outro,3,Feminino,84,4,2,Representante de Saude,2,Casado(a),5488,20161,1,Sim,13,3,1,1,6,2,3,6,5,1,2,Alto,Medio,Muito Alto,Baixo,Bom,Excelente,Doutoramento,8.610501,26-35,3k-6k,Perto (0-5),6-10 anos,2744.0,0.030303031,1.0,2.0,2,2.3,Baixo
41,0,Viaja Frequentemente,840,Investigacao e Desenvolvimento,9,3,Medicina,1,Masculino,64,3,5,Director de Investigacao,3,Divorciado(a),19419,3735,2,Nao,17,3,2,1,21,2,4,18,16,0,11,Baixo,Alto,Alto,Medio,Excelente,Excelente,Mestrado,9.874059,36-45,Acima 15k,Medio (6-10),11-20 anos,3883.8,0.0,0.85714287,2.0,0,0.5,Baixo
27,0,Viaja Raramente,1134,Investigacao e Desenvolvimento,16,4,Curso Tecnico,3,Feminino,37,3,1,Tecnico de Laboratorio,2,Casado(a),2811,12086,9,Nao,14,3,2,1,4,2,3,2,2,2,2,Alto,Medio,Alto,Medio,Bom,Excelente,Doutoramento,7.9416513,26-35,Ate 3k,Longe (11-20),0-2 anos,2811.0,0.074074075,0.5,2.3333333,0,16.1,Medio
45,0,Sem Viagem,248,Investigacao e Desenvolvimento,23,2,Ciencias da Vida,4,Masculino,42,3,2,Tecnico de Laboratorio,1,Casado(a),3633,14039,1,Sim,15,3,3,1,9,2,3,9,8,0,8,Muito Alto,Baixo,Alto,Alto,Bom,Excelente,Licenciatura,8.19809,36-45,3k-6k,Muito Longe (21+),6-10 anos,1816.5,0.0,1.0,2.6666667,2,8.3,Medio
47,0,Viaja Raramente,955,Vendas,4,2,Ciencias da Vida,4,Feminino,83,3,2,Executivo de Vendas,4,Solteiro(a),4163,8571,1,Sim,17,3,3,0,9,0,3,9,0,0,7,Muito Alto,Muito Alto,Alto,Alto,Bom,Excelente,Licenciatura,8.334231,46-55,3k-6k,Perto (0-5),6-10 anos,2081.5,0.0,1.0,3.6666667,2,6.0,Medio
30,1,Viaja Raramente,138,Investigacao e Desenvolvimento,22,3,Ciencias da Vida,1,Feminino,48,3,1,Investigador,3,Casado(a),2132,11539,4,Sim,11,3,2,0,7,2,3,5,2,0,1,Baixo,Alto,Alto,Medio,Bom,Excelente,Mestrado,7.6652846,26-35,Ate 3k,Muito Longe (21+),3-5 anos,2132.0,0.0,0.71428573,2.0,2,98.7,Alto
50,0,Viaja Raramente,939,Investigacao e Desenvolvimento,24,3,Ciencias da Vida,4,Masculino,95,3,4,Director de Producao,3,Casado(a),13973,4161,3,Sim,18,3,4,1,22,2,3,12,11,1,5,Muito Alto,Alto,Alto,Muito Alto,Bom,Excelente,Mestrado,9.544953,46-55,10k-15k,Muito Longe (21+),11-20 anos,3493.25,0.02,0.54545456,3.6666667,2,1.7,Baixo
38,0,Viaja Frequentemente,1391,Investigacao e Desenvolvimento,10,1,Medicina,3,Masculino,66,3,1,Investigador,3,Casado(a),2684,12127,0,Nao,17,3,2,1,3,0,2,2,1,0,2,Alto,Alto,Alto,Medio,Regular,Excelente,Abaixo da Licenciatura,7.895436,36-45,Ate 3k,Medio (6-10),0-2 anos,2684.0,0.0,0.6666667,2.6666667,0,15.2,Medio
46,0,Viaja Raramente,566,Investigacao e Desenvolvimento,7,2,Medicina,4,Masculino,75,3,3,Director de Producao,3,Divorciado(a),10845,24208,6,Nao,13,3,2,1,13,3,3,8,7,0,7,Muito Alto,Alto,Alto,Medio,Bom,Excelente,Licenciatura,9.291552,46-55,10k-15k,Medio (6-10),6-10 anos,3615.0,0.0,0.61538464,3.0,0,1.3,Baixo
24,0,Viaja Raramente,1206,Investigacao e Desenvolvimento,17,1,Medicina,4,Feminino,41,2,2,Director de Producao,3,Divorciado(a),4377,24117,1,Nao,15,3,2,2,5,6,3,4,2,3,2,Muito Alto,Alto,Medio,Medio,Bom,Excelente,Abaixo da Licenciatura,8.384347,18-25,3k-6k,Longe (11-20),3-5 anos,2188.5,0.125,0.8,3.0,0,1.0,Baixo
35,1,Viaja Raramente,622,Investigacao e Desenvolvimento,14,4,Outro,3,Masculino,39,2,1,Tecnico de Laboratorio,2,Divorciado(a),3743,10074,1,Sim,24,4,4,1,5,2,1,4,2,0,2,Alto,Medio,Medio,Muito Alto,Mau,Excecional,Doutoramento,8.22791,26-35,3k-6k,Longe (11-20),3-5 anos,3743.0,0.0,0.8,3.0,4,92.3,Alto
31,0,Viaja Frequentemente,853,Investigacao e Desenvolvimento,1,1,Ciencias da Vida,3,Feminino,96,3,2,Director de Producao,1,Casado(a),4148,11275,1,Nao,12,3,3,1,4,1,3,4,3,0,3,Alto,Baixo,Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,8.330623,26-35,3k-6k,Perto (0-5),3-5 anos,2074.0,0.0,1.0,2.3333333,0,2.7,Baixo
18,0,Sem Viagem,287,Investigacao e Desenvolvimento,5,2,Ciencias da Vida,2,Masculino,73,3,1,Investigador,4,Solteiro(a),1051,13493,1,Nao,15,3,4,0,0,2,3,0,0,0,0,Medio,Muito Alto,Alto,Muito Alto,Bom,Excelente,Licenciatura,6.9584484,18-25,Ate 3k,Perto (0-5),0-2 anos,1051.0,0.0,0.0,3.3333333,0,25.5,Alto
54,0,Viaja Raramente,1441,Investigacao e Desenvolvimento,17,3,Curso Tecnico,3,Feminino,56,3,3,Director de Producao,3,Casado(a),10739,13943,8,Nao,11,3,3,1,22,2,3,10,7,0,8,Alto,Alto,Alto,Alto,Bom,Excelente,Mestrado,9.281731,46-55,10k-15k,Longe (11-20),6-10 anos,3579.6667,0.0,0.45454547,3.0,0,5.2,Medio
35,0,Viaja Raramente,583,Investigacao e Desenvolvimento,25,4,Medicina,3,Feminino,57,3,3,Representante de Saude,3,Divorciado(a),10388,6975,1,Sim,11,3,3,1,16,3,2,16,10,10,1,Alto,Alto,Alto,Alto,Regular,Excelente,Doutoramento,9.248503,26-35,10k-15k,Muito Longe (21+),11-20 anos,3462.6667,0.2857143,1.0,3.0,3,15.2,Medio
30,0,Viaja Raramente,153,Investigacao e Desenvolvimento,8,2,Ciencias da Vida,2,Feminino,73,4,3,Director de Investigacao,1,Casado(a),11416,17802,0,Sim,12,3,3,3,9,4,2,8,7,1,7,Medio,Baixo,Muito Alto,Alto,Regular,Excelente,Licenciatura,9.342858,26-35,10k-15k,Medio (6-10),6-10 anos,3805.3333,0.033333335,0.8888889,2.0,3,3.0,Baixo
20,1,Viaja Raramente,1097,Investigacao e Desenvolvimento,11,3,Medicina,4,Feminino,98,2,1,Investigador,1,Solteiro(a),2600,18275,1,Sim,15,3,1,0,1,2,3,1,0,0,0,Muito Alto,Baixo,Medio,Baixo,Bom,Excelente,Mestrado,7.8636513,18-25,Ate 3k,Longe (11-20),0-2 anos,2600.0,0.0,1.0,2.0,2,99.3,Alto
30,1,Viaja Frequentemente,109,Investigacao e Desenvolvimento,5,3,Medicina,2,Feminino,60,3,1,Tecnico de Laboratorio,2,Solteiro(a),2422,25725,0,Nao,17,3,1,0,4,3,3,3,2,1,2,Medio,Medio,Alto,Baixo,Bom,Excelente,Mestrado,7.792762,26-35,Ate 3k,Perto (0-5),3-5 anos,2422.0,0.033333335,0.75,1.6666666,0,98.1,Alto
26,0,Viaja Raramente,1066,Investigacao e Desenvolvimento,2,2,Medicina,4,Masculino,32,4,2,Director de Producao,4,Casado(a),5472,3334,1,Nao,12,3,2,0,8,2,3,8,7,1,3,Muito Alto,Muito Alto,Muito Alto,Medio,Bom,Excelente,Licenciatura,8.607582,26-35,3k-6k,Perto (0-5),6-10 anos,2736.0,0.03846154,1.0,3.3333333,0,0.3,Baixo
22,0,Viaja Raramente,217,Investigacao e Desenvolvimento,8,1,Ciencias da Vida,2,Masculino,94,1,1,Tecnico de Laboratorio,1,Casado(a),2451,6881,1,Nao,15,3,1,1,4,3,2,4,3,1,1,Medio,Baixo,Baixo,Baixo,Regular,Excelente,Abaixo da Licenciatura,7.8046594,18-25,Ate 3k,Medio (6-10),3-5 anos,2451.0,0.045454547,1.0,1.3333334,0,75.0,Alto
48,0,Viaja Raramente,277,Investigacao e Desenvolvimento,6,3,Ciencias da Vida,1,Masculino,97,2,2,Representante de Saude,3,Solteiro(a),4240,13119,2,Nao,13,3,4,0,19,0,3,2,2,2,2,Baixo,Alto,Medio,Muito Alto,Bom,Excelente,Mestrado,8.352554,46-55,3k-6k,Medio (6-10),0-2 anos,2120.0,0.041666668,0.10526316,2.6666667,0,3.0,Baixo
48,0,Viaja Raramente,1355,Investigacao e Desenvolvimento,4,4,Ciencias da Vida,3,Masculino,78,2,3,Representante de Saude,3,Solteiro(a),10999,22245,7,Nao,14,3,2,0,27,3,3,15,11,4,8,Alto,Alto,Medio,Medio,Bom,Excelente,Doutoramento,9.305651,46-55,10k-15k,Perto (0-5),11-20 anos,3666.3333,0.083333336,0.5555556,2.6666667,0,6.4,Medio
41,0,Viaja Raramente,549,Investigacao e Desenvolvimento,7,2,Medicina,4,Feminino,42,3,2,Director de Producao,3,Solteiro(a),5003,23371,6,Nao,14,3,2,0,8,6,3,2,2,2,1,Muito Alto,Alto,Alto,Medio,Bom,Excelente,Licenciatura,8.517993,36-45,3k-6k,Medio (6-10),0-2 anos,2501.5,0.048780486,0.25,3.0,0,2.2,Baixo
39,0,Viaja Raramente,466,Investigacao e Desenvolvimento,1,1,Ciencias da Vida,4,Feminino,65,2,4,Director de Producao,4,Casado(a),12742,7060,1,Nao,16,3,3,1,21,3,3,21,6,11,8,Muito Alto,Muito Alto,Medio,Alto,Bom,Excelente,Abaixo da Licenciatura,9.452738,36-45,10k-15k,Perto (0-5),20+ anos,3185.5,0.2820513,1.0,3.6666667,0,3.9,Medio
27,0,Viaja Raramente,1055,Investigacao e Desenvolvimento,2,4,Ciencias da Vida,1,Feminino,47,3,2,Director de Producao,4,Casado(a),4227,4658,0,Nao,18,3,2,1,4,2,3,3,2,2,2,Baixo,Muito Alto,Alto,Medio,Bom,Excelente,Doutoramento,8.349484,26-35,3k-6k,Perto (0-5),3-5 anos,2113.5,0.074074075,0.75,2.3333333,0,0.4,Baixo
35,0,Viaja Raramente,802,Investigacao e Desenvolvimento,10,3,Outro,2,Masculino,45,3,1,Tecnico de Laboratorio,4,Divorciado(a),3917,9541,1,Nao,20,4,1,1,3,4,2,3,2,1,2,Medio,Muito Alto,Alto,Baixo,Regular,Excecional,Mestrado,8.273336,26-35,3k-6k,Medio (6-10),3-5 anos,3917.0,0.028571429,1.0,2.3333333,0,1.7,Baixo
42,0,Viaja Raramente,265,Vendas,5,2,Marketing,4,Masculino,90,3,5,Gestor,3,Casado(a),18303,7770,6,Nao,13,3,2,0,21,3,4,1,0,0,0,Muito Alto,Alto,Alto,Medio,Excelente,Excelente,Licenciatura,9.814875,36-45,Acima 15k,Perto (0-5),0-2 anos,3660.6,0.0,0.04761905,3.0,0,5.1,Medio
50,0,Viaja Raramente,804,Investigacao e Desenvolvimento,9,3,Ciencias da Vida,1,Masculino,64,3,1,Tecnico de Laboratorio,4,Casado(a),2380,20165,4,Nao,18,3,2,0,8,5,3,1,0,0,0,Baixo,Muito Alto,Alto,Medio,Bom,Excelente,Mestrado,7.7752757,46-55,Ate 3k,Medio (6-10),0-2 anos,2380.0,0.0,0.125,2.3333333,0,25.4,Alto
59,0,Viaja Raramente,715,Investigacao e Desenvolvimento,2,3,Ciencias da Vida,3,Feminino,69,2,4,Director de Producao,4,Solteiro(a),13726,21829,3,Sim,13,3,1,0,30,4,3,5,3,4,3,Alto,Muito Alto,Medio,Baixo,Bom,Excelente,Mestrado,9.52712,56-65,10k-15k,Perto (0-5),3-5 anos,3431.5,0.06779661,0.16666667,2.6666667,2,12.0,Medio
37,1,Viaja Raramente,1141,Investigacao e Desenvolvimento,11,2,Medicina,1,Feminino,61,1,2,Representante de Saude,2,Casado(a),4777,14382,5,Nao,15,3,1,0,15,2,1,1,0,0,0,Baixo,Medio,Baixo,Baixo,Mau,Excelente,Licenciatura,8.471777,36-45,3k-6k,Longe (11-20),0-2 anos,2388.5,0.0,0.06666667,1.3333334,0,99.4,Alto
55,0,Viaja Frequentemente,135,Investigacao e Desenvolvimento,18,4,Medicina,3,Masculino,62,3,2,Representante de Saude,2,Casado(a),6385,12992,3,Sim,14,3,4,2,17,3,3,8,7,6,7,Alto,Medio,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.761864,46-55,6k-10k,Longe (11-20),6-10 anos,3192.5,0.10909091,0.47058824,3.0,2,8.4,Medio
41,0,Sem Viagem,247,Investigacao e Desenvolvimento,7,1,Ciencias da Vida,2,Feminino,55,1,5,Director de Investigacao,3,Divorciado(a),19973,20284,1,Nao,22,4,2,2,21,3,3,21,16,5,10,Medio,Alto,Baixo,Medio,Bom,Excecional,Abaixo da Licenciatura,9.902186,36-45,Acima 15k,Medio (6-10),20+ anos,3994.6,0.12195122,1.0,2.3333333,0,0.8,Baixo
38,0,Viaja Raramente,1035,Vendas,3,4,Ciencias da Vida,2,Masculino,42,3,2,Executivo de Vendas,4,Solteiro(a),6861,4981,8,Sim,12,3,3,0,19,1,3,1,0,0,0,Medio,Muito Alto,Alto,Alto,Bom,Excelente,Doutoramento,8.833755,36-45,6k-10k,Perto (0-5),0-2 anos,3430.5,0.0,0.05263158,3.0,2,37.2,Alto
26,1,Sem Viagem,265,Vendas,29,2,Medicina,2,Masculino,79,1,2,Executivo de Vendas,1,Solteiro(a),4969,21813,8,Nao,18,3,4,0,7,6,3,2,2,2,2,Medio,Baixo,Baixo,Muito Alto,Bom,Excelente,Licenciatura,8.511175,26-35,3k-6k,Muito Longe (21+),0-2 anos,2484.5,0.07692308,0.2857143,2.3333333,0,92.6,Alto
52,1,Viaja Raramente,266,Vendas,2,1,Marketing,1,Feminino,57,1,5,Gestor,4,Casado(a),19845,25846,1,Nao,15,3,4,1,33,3,3,32,14,6,9,Baixo,Muito Alto,Baixo,Muito Alto,Bom,Excelente,Abaixo da Licenciatura,9.895758,46-55,Acima 15k,Perto (0-5),20+ anos,3969.0,0.115384616,0.969697,3.0,0,85.8,Alto
44,0,Viaja Raramente,1448,Vendas,28,3,Medicina,4,Feminino,53,4,4,Executivo de Vendas,4,Casado(a),13320,11737,3,Sim,18,3,3,1,23,2,3,12,11,11,11,Muito Alto,Muito Alto,Muito Alto,Alto,Bom,Excelente,Mestrado,9.497097,36-45,10k-15k,Muito Longe (21+),11-20 anos,3330.0,0.25,0.5217391,3.6666667,2,1.8,Baixo
50,0,Sem Viagem,145,Vendas,1,3,Ciencias da Vida,4,Feminino,95,3,2,Executivo de Vendas,3,Casado(a),6347,24920,0,Nao,12,3,1,1,19,3,3,18,7,0,13,Muito Alto,Alto,Alto,Baixo,Bom,Excelente,Mestrado,8.755895,46-55,6k-10k,Perto (0-5),11-20 anos,3173.5,0.0,0.94736844,2.6666667,0,0.4,Baixo
36,1,Viaja Raramente,885,Investigacao e Desenvolvimento,16,4,Ciencias da Vida,3,Feminino,43,4,1,Tecnico de Laboratorio,1,Solteiro(a),2743,8269,1,Nao,16,3,3,0,18,1,3,17,13,15,14,Alto,Baixo,Muito Alto,Alto,Bom,Excelente,Doutoramento,7.917172,36-45,Ate 3k,Longe (11-20),11-20 anos,2743.0,0.41666666,0.9444444,2.3333333,0,91.3,Alto
